"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF.dn","pval.TADA.dn","qvalue.dn"
"DEFB133",2.51e-06,0,0,0,0,0,0,0,0,0,0,0.971445569458297,0.0469677074993328,0.753919582750301
"GNG11",2.511e-06,0,0,1,0,0,0,0,0,0,0,0.971434371533073,0.0470205497731519,0.754088981924275
"SNRPF",2.513e-06,0,0,0,0,0,0,0,0,0,0,0.971411976103937,0.0470739258073125,0.75425807674216
"SPINK6",2.517e-06,0,0,1,0,0,0,0,2,0,1,0.971367186930829,0.0471273018414732,0.754426869168306
"C5orf62",2.52e-06,0,0,0,0,0,0,0,0,0,0,0.971333596525456,0.0471801441152922,0.754595359448795
"MT1G",2.525e-06,0,0,0,0,0,0,0,1,0,0,0.971277615324853,0.0472335201494529,0.754763549538348
"FAM104B",2.526e-06,0,0,0,0,0,0,0,0,0,0,0.971266419505972,0.0472868961836136,0.754931437968824
"ATOX1",2.528e-06,0,0,1,1,0,0,0,1,1,0,0.971244028289418,0.0473397384574326,0.755099026121357
"CD52",2.539e-06,0,0,0,0,0,0,0,0,0,0,0.971120886636815,0.04745182812917,0.755266319917804
"GNGT1",2.539e-06,0,0,0,0,0,0,0,2,2,0,0.971120886636815,0.04745182812917,0.755433313904579
"SPRR2D",2.544e-06,0,0,0,0,0,0,0,0,0,0,0.971064918773805,0.0475052041633307,0.755600011722682
"SPRR2E",2.545e-06,0,0,0,0,0,0,0,0,0,0,0.971053725622328,0.0475585801974913,0.755766411900226
"C5orf43",2.549e-06,0,1,1,0,0,0,0,0,4,2,0.971008954420117,0.047664798505471,0.755932516933481
"TIMM9",2.549e-06,0,0,0,0,0,0,1,5,1,1,0.971008954420117,0.047664798505471,0.756098325350606
"TMSB4X",2.55e-06,0,0,0,0,0,0,0,0,0,0,0.970997761970475,0.0477176407792901,0.756263838510481
"MIR205HG",2.558e-06,0,0,0,0,0,0,0,0,0,0,0.970908227426202,0.0477704830531092,0.75642906115438
"SPINK8",2.571e-06,0,0,0,0,0,0,0,0,0,0,0.970762752948572,0.0478756338404057,0.756593996877766
"YAF2",2.571e-06,0,0,0,0,0,0,2,0,1,0,0.970762752948572,0.0478756338404057,0.756758639121217
"MT1B",2.573e-06,0,0,0,0,0,0,1,3,0,1,0.970740374364634,0.0479290098745663,0.756922989793207
"LYRM5",2.591e-06,0,0,0,0,0,0,1,1,0,0,0.970538992364484,0.047982385908727,0.757087058668327
"SPRR2G",2.597e-06,0,0,1,0,0,0,0,0,0,0,0.970471875132043,0.0480357619428876,0.757250839753824
"C3orf35",2.603e-06,0,0,1,0,0,0,2,13,4,0,0.970404762949384,0.0480886042167067,0.757414333814869
"C3orf55",2.609e-06,0,0,0,0,0,0,0,0,0,1,0.970337655816093,0.0481414464905258,0.757577541613925
"SPRR4",2.632e-06,0,0,0,0,1,0,0,1,0,0,0.97008045857457,0.0481937550040032,0.757740473432736
"GTF2H5",2.635e-06,0,0,1,0,0,0,0,3,0,1,0.97004691657678,0.0482471310381639,0.757903118810295
"AIF1",2.64e-06,0,2,2,0,0,0,0,2,1,0,0.969991016051086,0.0483005070723245,0.758065479623728
"C7orf69",2.645e-06,0,0,3,1,0,0,2,4,0,0,0.969935119030138,0.0483533493461436,0.758227556626357
"WFDC10A",2.651e-06,0,0,0,1,0,0,0,1,0,0,0.969868047230932,0.0484067253803042,0.75838935112682
"SPTSSB",2.659e-06,0,0,0,0,0,0,0,0,1,1,0.96977862601471,0.0484601014144649,0.758550864986462
"KRTAP19-7",2.678e-06,0,0,0,0,0,0,0,0,0,1,0.969566286573811,0.048512943688284,0.758712105071394
"SPRR2F",2.685e-06,0,0,0,0,0,0,0,0,0,0,0.969488069004859,0.0486191619962637,0.758873065426754
"C4orf52",2.69e-06,0,0,0,0,0,0,0,0,0,0,0.96943220351592,0.0486725380304243,0.759033745678143
"SNRPG",2.691e-06,0,0,0,0,0,0,0,0,0,0,0.969421030838421,0.0487253803042434,0.759194144342135
"DEFB108B",2.696e-06,0,1,1,0,0,0,1,0,1,1,0.969365169552287,0.0488315986122231,0.759354264378805
"NREP",2.696e-06,0,0,0,0,0,0,0,0,0,0,0.969365169552287,0.0488315986122231,0.759514103749327
"SPRR2A",2.698e-06,0,0,0,0,0,0,0,0,0,0,0.969342826018433,0.0488849746463838,0.759673664298556
"GYPE",2.705e-06,0,0,1,0,0,0,0,0,0,0,0.969264628062331,0.0489383506805444,0.759832949524561
"SPRR2B",2.707e-06,0,0,0,0,0,0,0,0,0,0,0.969242287049786,0.0489917267147051,0.759991957385395
"DEFB113",2.709e-06,0,0,0,0,0,0,0,1,0,0,0.969219946597484,0.0490451027488658,0.760150688607753
"MT1H",2.712e-06,0,0,1,1,1,0,0,3,0,0,0.969186436969473,0.0490984787830264,0.760309144467547
"SFTA2",2.716e-06,0,0,0,0,0,0,0,0,0,0,0.969141759426184,0.0491518548171871,0.760467326236185
"C3orf78",2.72e-06,0,0,0,0,0,0,0,0,0,0,0.969097084123618,0.0492052308513477,0.760625234629834
"DEFB115",2.729e-06,0,0,1,1,0,0,1,0,1,0,0.968996572884857,0.0492575393648252,0.760782873113267
"PRCD",2.731e-06,0,0,0,0,0,0,1,0,0,0,0.968974238594291,0.0493109153989859,0.760940238542255
"PLGLB1",2.739e-06,0,0,0,0,0,0,0,0,0,0,0.968884907032555,0.049416599946624,0.761097334923702
"PLGLB2",2.739e-06,0,0,0,0,0,0,0,0,0,0,0.968884907032555,0.049416599946624,0.761254158568376
"DEFB105A",2.752e-06,0,0,0,0,0,0,0,0,0,0,0.968739762354492,0.0495233520149453,0.761410717312436
"DEFB105B",2.752e-06,0,0,0,0,0,0,0,0,0,0,0.968739762354492,0.0495233520149453,0.761567004724185
"KRTAP19-8",2.759e-06,0,0,0,0,0,0,0,1,1,0,0.968661617326479,0.0495761942887643,0.761723025338666
"C12orf73",2.76e-06,0,0,0,0,0,0,0,0,0,0,0.968650454310918,0.049629570322925,0.761878776567975
"ZNF124",2.777e-06,0,1,7,0,3,0,2,7,0,1,0.968460704458919,0.0496829463570857,0.762034267849081
"NPS",2.795e-06,0,0,0,0,0,0,0,2,2,1,0.968259836928408,0.0497363223912463,0.762189500399187
"C18orf32",2.802e-06,0,0,2,0,0,0,0,0,0,0,0.968181734019068,0.0497891646650654,0.76234446889127
"SHFM1",2.805e-06,0,0,2,0,0,0,0,1,1,0,0.968148263441899,0.049842540699226,0.762499171829894
"LENEP",2.806e-06,0,1,1,1,0,0,0,1,1,0,0.968137106862598,0.0498959167333867,0.762653608813106
"SPRR1B",2.815e-06,0,0,0,0,0,0,0,0,1,4,0.968036703942988,0.0499492927675474,0.762807784875928
"RPL38",2.821e-06,0,0,0,0,0,0,0,0,0,0,0.967969774956898,0.0500549773151855,0.762961699061884
"SPANXN1",2.821e-06,0,0,0,0,0,0,0,0,0,0,0.967969774956898,0.0500549773151855,0.763115348790475
"C9orf16",2.823e-06,0,0,0,0,0,0,1,1,0,0,0.96794746641365,0.0501611956231652,0.763268735826875
"CRIPT",2.823e-06,0,0,2,0,0,0,0,3,0,0,0.96794746641365,0.0501611956231652,0.763421859763727
"SPRR1A",2.834e-06,0,0,1,0,0,0,2,3,0,3,0.967824779424076,0.0502135041366426,0.76357472722964
"C12orf76",2.835e-06,0,0,0,0,0,0,1,1,0,0,0.967813626900348,0.0502668801708033,0.76372733347681
"DEFB114",2.836e-06,0,0,0,0,0,0,1,1,1,1,0.967802474516441,0.0503736322391246,0.763879679175594
"GNG2",2.836e-06,0,0,1,0,0,0,1,2,0,0,0.967802474516441,0.0503736322391246,0.764031764454379
"GNGT2",2.84e-06,0,0,0,0,0,0,0,0,3,4,0.967757866378965,0.0504264745129437,0.764183592137176
"RBAK-LOC389458",2.841e-06,0,0,0,0,0,0,0,11,0,0,0.967746714694129,0.0504793167867627,0.764335161267098
"PF4",2.855e-06,0,0,0,0,0,0,0,1,1,0,0.96759060578529,0.0505326928209234,0.764486479502341
"C22orf15",2.856e-06,0,0,7,0,1,0,0,2,0,0,0.967579456197364,0.0505860688550841,0.764637540492967
"CARD18",2.859e-06,0,0,0,0,1,0,4,12,0,2,0.967546008272252,0.0506394448892447,0.76478834597027
"KRTAP20-2",2.862e-06,0,0,1,0,0,0,0,0,0,0,0.967512561605101,0.0506928209234054,0.764938896586017
"FAM200A",2.867e-06,0,1,1,0,0,0,0,0,1,0,0.967456819955175,0.0507461969575661,0.765089194062342
"C4orf32",2.869e-06,0,0,0,0,0,0,1,3,2,0,0.967434524273523,0.0508524152655458,0.765239237436333
"MT3",2.869e-06,0,0,0,0,0,0,0,0,0,0,0.967434524273523,0.0508524152655458,0.76538902628382
"C8orf22",2.872e-06,0,1,0,0,0,0,0,0,0,1,0.967401081799203,0.0509057912997064,0.765538562856609
"CCL26",2.875e-06,0,0,0,0,0,0,0,0,0,1,0.96736764058262,0.0510120096076861,0.76568784779548
"OSTBETA",2.875e-06,0,0,0,0,0,0,0,0,0,0,0.96736764058262,0.0510120096076861,0.765836880137162
"SPINK7",2.876e-06,0,1,1,0,0,0,0,2,0,0,0.967356493789915,0.0510653856418468,0.765985661055738
"ATP6V0E2",2.88e-06,0,2,2,0,0,0,0,4,0,1,0.967311908016484,0.0511182279156659,0.766134192787393
"C10orf99",2.881e-06,0,0,0,0,0,0,1,1,2,0,0.967300761922463,0.0511716039498265,0.766282474365167
"MTCP1NB",2.891e-06,0,0,0,0,0,0,0,2,0,0,0.967189308667195,0.0512249799839872,0.766430511210722
"SPINK9",2.897e-06,0,0,1,0,0,0,0,2,1,1,0.967122443420366,0.0512778222578062,0.766578301815684
"CNIH",2.901e-06,0,0,0,0,0,0,1,1,0,0,0.967077869383194,0.0513835068054444,0.766725845739434
"SCGB3A2",2.901e-06,0,0,0,0,1,0,1,2,1,0,0.967077869383194,0.0513835068054444,0.766873141481648
"C17orf108",2.902e-06,0,0,0,0,0,0,1,3,1,0,0.967066726223139,0.051436882839605,0.767020190198215
"DEFB128",2.914e-06,0,0,3,0,0,0,0,4,3,0,0.966933019197907,0.0514902588737657,0.767166998338454
"SERP2",2.915e-06,0,0,0,0,0,0,0,2,0,0,0.966921877853699,0.0515436349079263,0.767313560685567
"SPINK1",2.916e-06,0,0,0,0,0,0,1,2,0,0,0.966910736649155,0.051597010942087,0.767459877857636
"C6orf225",2.922e-06,0,0,0,0,0,0,1,0,1,2,0.96684389235481,0.0516503869762477,0.76760595311237
"DEFB124",2.926e-06,0,0,0,0,0,0,1,0,0,2,0.966799332285012,0.0517032292500667,0.767751786001176
"DNAJC19",2.93e-06,0,0,0,1,0,0,0,1,0,0,0.966754774449555,0.051809981318388,0.767897377131898
"MT1F",2.93e-06,0,0,0,0,1,0,0,2,0,1,0.966754774449555,0.051809981318388,0.768042725002587
"HMGN2",2.934e-06,0,0,1,0,0,0,0,3,0,1,0.966710218848315,0.0518633573525487,0.768187832328414
"VSX1",2.938e-06,0,1,0,0,0,0,3,5,2,2,0.966665665481173,0.0519161996263678,0.768332699711149
"C3orf79",2.94e-06,0,0,1,0,0,0,0,0,0,0,0.966643389635348,0.0519690419001868,0.768477326699414
"ECSCR",2.95e-06,0,1,1,0,0,0,0,0,1,0,0.966532018783111,0.0520224179343475,0.768621718094506
"SMR3B",2.955e-06,0,0,0,0,0,0,0,0,1,0,0.966476338592141,0.0520752602081665,0.768765871860841
"PROK2",2.956e-06,0,0,4,0,0,0,1,5,3,2,0.966465202972727,0.0521281024819856,0.768909786494217
"EIF4EBP3",2.966e-06,0,0,1,0,0,0,0,0,0,0,0.966353854455694,0.052180410995463,0.769053467303823
"PDE6H",2.967e-06,0,1,2,0,1,0,0,0,2,1,0.966342720371661,0.0522337870296237,0.769196910162298
"HMGN3",2.971e-06,0,0,0,0,0,0,1,2,1,0,0.966298185431183,0.0522871630637844,0.769340117229923
"HMGN4",2.973e-06,0,0,0,0,0,0,0,3,0,0,0.966275918798323,0.0523400053376034,0.769483088048003
"MRPL33",2.976e-06,0,0,0,0,0,0,0,3,2,2,0.966242519895703,0.0523933813717641,0.769625823725116
"KRTAP6-1",2.978e-06,0,0,0,0,0,0,1,3,0,2,0.966220254658379,0.0524467574059247,0.769768324323246
"NEDD8",2.979e-06,0,0,0,0,0,0,0,0,0,0,0.966209122249041,0.0525001334400854,0.769910589904207
"FKBP1A",2.982e-06,0,0,0,0,0,0,0,0,0,0,0.966175725858295,0.0525529757139045,0.770052622091327
"CITED4",2.99e-06,0,0,0,0,0,0,0,0,0,0,0.966086674955924,0.0526591940218842,0.770194424062747
"HSPB6",2.99e-06,0,0,0,0,0,0,0,1,0,0,0.966086674955924,0.0526591940218842,0.770335992230422
"SELK",2.996e-06,0,0,0,0,0,0,0,1,0,0,0.966019892639245,0.0527115025353616,0.77047733028737
"DEFB104A",2.999e-06,0,1,2,0,0,0,0,0,0,0,0.965986503364364,0.0528182546036829,0.770618437245345
"DEFB104B",2.999e-06,0,0,0,0,0,0,0,0,0,0,0.965986503364364,0.0528182546036829,0.770759312119507
"SUMO1",3.012e-06,0,0,0,0,0,0,0,0,0,0,0.965841831014706,0.0528716306378436,0.770899962214088
"C2orf88",3.014e-06,0,0,2,1,0,0,1,6,1,4,0.965819575822499,0.0529250066720043,0.771040382390908
"LCE4A",3.016e-06,0,1,4,0,0,0,1,4,0,1,0.965797321188204,0.0529783827061649,0.771180573215778
"ADIG",3.018e-06,0,0,0,0,0,0,0,0,0,0,0.965775067111815,0.0530317587403256,0.771320535252655
"RPS27L",3.019e-06,0,0,1,0,1,0,0,0,0,0,0.965763940282828,0.0530846010141446,0.771460268547571
"DPH3P1",3.02e-06,0,0,0,0,0,0,0,0,0,0,0.96575281359331,0.053244195356285,0.77159977366208
"KRTAP21-1",3.02e-06,0,0,0,0,0,0,0,0,1,0,0.96575281359331,0.053244195356285,0.771739050640669
"MORN2",3.02e-06,0,0,0,0,0,0,0,0,0,0,0.96575281359331,0.053244195356285,0.771878100042497
"LEAP2",3.022e-06,0,0,1,0,1,0,1,0,0,0,0.965730560632682,0.0532975713904457,0.772016923453662
"NDUFA11",3.03e-06,0,0,0,0,0,0,0,4,1,0,0.96564155436858,0.0533509474246064,0.77215552451072
"CMC1",3.033e-06,0,0,1,0,0,0,1,0,0,2,0.965608179320501,0.0534560982119029,0.772293901189643
"NDUFB3",3.033e-06,0,1,1,0,0,0,2,3,1,1,0.965608179320501,0.0534560982119029,0.772432052499382
"DUSP23",3.039e-06,0,0,0,0,0,0,2,2,0,1,0.965541432989273,0.0535628502802242,0.772569982065811
"WFDC11",3.039e-06,0,0,0,0,1,0,1,1,0,0,0.965541432989273,0.0535628502802242,0.772707687356523
"CCL7",3.041e-06,0,0,0,0,0,0,1,3,1,1,0.96551918532767,0.0536156925540432,0.772845169941624
"PET117",3.05e-06,0,0,0,0,0,0,0,0,0,0,0.965419077751952,0.0536685348278623,0.772982433942607
"C16orf61",3.06e-06,0,1,0,0,0,0,0,0,1,0,0.965307860356274,0.0537752868961836,0.773119480401669
"LOC388588",3.06e-06,0,0,0,0,0,0,0,0,0,0,0.965307860356274,0.0537752868961836,0.773256304743293
"BAALC",3.062e-06,0,0,1,0,0,0,1,2,0,0,0.965285618549903,0.0538286629303443,0.773392908527018
"DAPL1",3.074e-06,0,1,2,0,0,0,0,0,0,0,0.965152179419808,0.0538820389645049,0.773529297383486
"TMEM167B",3.083e-06,0,0,0,0,0,0,0,0,0,0,0.965052113242482,0.0539354149986656,0.773665470306024
"HEPN1",3.085e-06,0,1,0,0,0,0,0,1,0,0,0.965029877847075,0.0539882572724847,0.773801424257244
"CSAG1",3.086e-06,0,0,3,0,0,0,0,1,0,0,0.965018760358388,0.0540410995463037,0.77393715925912
"C15orf48",3.088e-06,0,0,3,1,0,0,0,0,0,0,0.964996525799042,0.0540944755804644,0.774072676349149
"CLPSL2",3.092e-06,0,0,0,0,0,0,0,1,0,0,0.964952058352408,0.054147851614625,0.774207977068797
"WBP5",3.11e-06,0,0,0,0,0,0,0,0,0,0,0.964751982428501,0.0542001601281025,0.774343069036906
"ISCA1",3.115e-06,0,0,0,0,0,0,0,1,0,0,0.964696413793058,0.0542530024019215,0.774477946172709
"MYCBP",3.118e-06,0,0,0,0,0,0,0,1,0,0,0.964663074283262,0.0543063784360822,0.774612607982204
"PPP1R1C",3.119e-06,0,0,2,0,0,0,0,1,0,0,0.964651961391906,0.0543597544702429,0.774747053973075
"CCDC72",3.12e-06,0,0,0,0,0,0,0,1,0,0,0.964640848639823,0.0544665065385642,0.774881284664946
"TPGS1",3.12e-06,0,0,0,0,0,0,0,0,0,0,0.964640848639823,0.0544665065385642,0.775015300071024
"C5orf58",3.122e-06,0,1,1,0,0,0,1,0,0,0,0.964618623553491,0.0545198825727248,0.775149101717503
"UBE2A",3.124e-06,0,0,0,0,0,0,0,0,0,0,0.964596399024262,0.0545721910862023,0.775282690117793
"CMC2",3.129e-06,0,0,1,0,0,0,0,0,0,0,0.964540840138403,0.0546250333600213,0.775416067294153
"MT1M",3.13e-06,0,0,1,0,1,0,1,1,0,1,0.964529728779021,0.0547317854283427,0.775549231740699
"SCGB1D4",3.13e-06,0,0,0,0,0,0,1,2,2,2,0.964529728779021,0.0547317854283427,0.775682183464487
"GNG5",3.131e-06,0,0,0,0,0,0,0,0,0,0,0.964518617558904,0.0547840939418201,0.775814923477103
"LSM6",3.133e-06,0,0,0,0,0,0,1,1,0,0,0.964496395536437,0.0548374699759808,0.77594745278689
"RAD54B",3.139e-06,0,1,7,3,1,0,3,10,6,6,0.964429732811074,0.0548908460101414,0.776079773903245
"RPS27",3.14e-06,0,0,0,0,0,0,1,3,0,0,0.964418622844213,0.0549442220443021,0.776211884818209
"CXCL11",3.146e-06,0,0,1,0,0,0,0,0,0,0,0.964351965967011,0.0550504403522818,0.776343788536464
"PRM1",3.146e-06,0,0,1,0,0,0,0,0,1,0,0.964351965967011,0.0550504403522818,0.776475482550874
"GNG4",3.147e-06,0,0,0,0,0,0,0,0,2,0,0.964340856974792,0.0551038163864425,0.776606967860922
"C6orf115",3.15e-06,0,0,0,0,0,0,1,0,1,0,0.964307530833495,0.0552095009340806,0.776738245962276
"CDC42SE1",3.15e-06,0,0,1,0,0,0,0,0,0,1,0.964307530833495,0.0552095009340806,0.776869315850941
"S100A12",3.151e-06,0,0,2,0,0,0,0,3,0,1,0.964296422398174,0.0552628769682413,0.777000178520453
"PCBD2",3.152e-06,0,0,0,0,0,0,0,1,0,0,0.96428531410208,0.0553157192420603,0.777130834463016
"C8orf59",3.153e-06,0,1,3,0,0,0,0,0,0,0,0.964274205945198,0.055369095276221,0.777261284169273
"TNP1",3.156e-06,0,0,0,0,0,0,0,2,0,3,0.964240882309844,0.0554214037896984,0.777391529123062
"CKS2",3.161e-06,0,0,0,0,0,0,0,0,0,0,0.964185345701785,0.0554742460635175,0.777521570803431
"C4orf6",3.162e-06,0,0,3,2,0,0,0,0,2,1,0.964174238797783,0.0555270883373365,0.777651407705403
"INSL3",3.163e-06,0,0,0,1,0,0,1,6,1,1,0.96416313203298,0.0555804643714972,0.777781040313463
"IL8",3.169e-06,0,1,3,0,1,0,0,1,0,0,0.964096494367251,0.0556338404056579,0.777910471589276
"MILR1",3.177e-06,0,0,0,0,0,0,0,0,0,0,0.964007651940629,0.0557405924739792,0.778039702998826
"TOMM5",3.177e-06,0,0,0,0,0,0,0,2,0,0,0.964007651940629,0.0557405924739792,0.778168731054466
"GFRA4",3.18e-06,0,0,0,0,0,0,0,0,0,1,0.963974338327021,0.0558468107819589,0.778297557719322
"LOC100129083",3.18e-06,0,0,0,0,0,0,0,3,0,0,0.963974338327021,0.0558468107819589,0.778426181985647
"PPY",3.183e-06,0,0,0,0,0,0,0,1,2,1,0.963941025965901,0.0559001868161196,0.778554605811185
"LST1",3.19e-06,0,0,0,0,0,0,1,2,2,0,0.963863301993788,0.0560069388844409,0.778682831640669
"MT1E",3.19e-06,0,0,0,0,0,0,0,0,0,0,0.963863301993788,0.0560069388844409,0.778810856489229
"DEFB103A",3.197e-06,0,0,0,0,0,0,0,0,0,0,0.963785584839848,0.0561136909527622,0.778938684276426
"DEFB103B",3.197e-06,0,0,0,0,0,0,0,0,0,0,0.963785584839848,0.0561136909527622,0.779066312020139
"CTXN3",3.205e-06,0,0,0,0,0,0,2,2,0,0,0.963696773583304,0.0561665332265813,0.779193744122985
"DEFB127",3.207e-06,0,0,0,0,0,0,1,0,0,2,0.96367457216039,0.0562193755004003,0.779320978095699
"KRTAP9-9",3.208e-06,0,0,0,0,0,0,1,0,0,1,0.963663471657603,0.0562722177742194,0.779448013911395
"KRTAP21-2",3.21e-06,0,0,0,0,0,0,0,0,0,0,0.963641271069365,0.0563789698425407,0.779574852524253
"LCE6A",3.21e-06,0,0,0,0,0,0,0,0,0,0,0.963641271069365,0.0563789698425407,0.779701493415189
"WFDC9",3.211e-06,0,0,0,0,0,0,2,1,0,0,0.963630170983913,0.0564323458767014,0.779827937535878
"C22orf39",3.22e-06,0,1,7,2,0,0,2,5,0,1,0.963530276474402,0.0565380304243395,0.77995418926008
"C20orf24",3.221e-06,0,0,0,1,0,0,0,1,2,1,0.96351917777993,0.0565892714171337,0.780080245125236
"C9orf153",3.23e-06,0,0,0,0,0,0,0,0,0,0,0.963419295788413,0.0566426474512944,0.780206109495745
"FDCSP",3.231e-06,0,0,2,0,0,0,0,0,0,0,0.963408198484734,0.0567066986922872,0.780331778912764
"ABRACL",3.239e-06,0,0,0,0,0,0,0,0,0,0,0.963319425061641,0.0568668267947691,0.780457257243725
"C1orf227",3.239e-06,0,0,0,0,0,0,1,1,1,1,0.963319425061641,0.0568668267947691,0.780582541034637
"HMGN5",3.239e-06,0,0,0,0,0,0,0,1,0,0,0.963319425061641,0.0568668267947691,0.78070763073757
"FCER1G",3.24e-06,0,0,0,1,0,0,1,0,0,1,0.963308329009515,0.0569725113424073,0.780832527289711
"PYDC2",3.24e-06,0,0,0,1,0,0,1,7,3,5,0.963308329009515,0.0569725113424073,0.780957230653062
"FXYD7",3.25e-06,0,0,0,0,0,0,2,1,0,0,0.963197376135824,0.0570776621297038,0.781081746132875
"TSPO",3.25e-06,0,0,0,0,0,0,1,1,0,0,0.963197376135824,0.0570776621297038,0.781206069310788
"MT2A",3.26e-06,0,0,0,0,0,0,0,0,0,0,0.96308643716544,0.0571310381638644,0.78133020548127
"DIRC1",3.268e-06,0,0,0,0,0,0,0,1,0,1,0.962997695998255,0.0572377902321857,0.781454154107366
"GRP",3.268e-06,0,1,0,0,0,0,0,0,0,0,0.962997695998255,0.0572377902321857,0.781577911749447
"CST3",3.27e-06,0,0,1,0,0,0,0,1,0,1,0.962975512096489,0.0572906325060048,0.781701479816057
"WFDC13",3.272e-06,0,0,0,0,0,0,0,0,0,0,0.962953328750702,0.0573429410194823,0.781824858744657
"RPL36A",3.273e-06,0,0,0,0,0,0,0,0,0,0,0.962942237286296,0.0573957832933013,0.781948048488392
"SPINK13",3.277e-06,0,0,1,1,4,0,1,3,1,1,0.962897872818556,0.0574486255671204,0.78207105093093
"BANF2",3.28e-06,0,0,0,0,0,0,2,0,0,0,0.962864600927073,0.0576605284227382,0.782193866021231
"CTXN2",3.28e-06,0,0,0,0,0,0,0,0,0,0,0.962864600927073,0.0576605284227382,0.782316492744829
"FAM25A",3.28e-06,0,0,0,0,0,0,0,0,0,0,0.962864600927073,0.0576605284227382,0.78243893153475
"LOC646627",3.28e-06,0,0,0,0,0,0,0,0,0,0,0.962864600927073,0.0576605284227382,0.782561182822697
"BOLA3",3.285e-06,0,0,1,0,0,0,1,3,1,1,0.962809150554103,0.0577139044568989,0.782683249442563
"CLLU1OS",3.29e-06,0,0,0,0,0,0,0,0,0,0,0.962753703655308,0.0578729650386976,0.782805131817765
"S100A2",3.29e-06,0,1,2,1,0,0,0,1,0,0,0.962753703655308,0.0578729650386976,0.78292682797085
"SVIP",3.29e-06,0,0,2,1,0,0,0,1,0,0,0.962753703655308,0.0578729650386976,0.783048338328282
