"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3"
"AGBL5","4.18e-05","0","0","4","0","0","0","4","26","9","4"
"AGER","1.784e-05","0","1","9","1","5","0","2","18","8","3"
"AGFG1","2.127e-05","0","0","0","1","1","0","3","14","3","5"
"AGFG2","1.88e-05","0","0","0","1","0","0","0","13","1","0"
"AGGF1","2.792e-05","0","1","1","2","0","1","3","13","4","9"
"AGK","1.512e-05","0","1","0","0","0","0","1","2","1","0"
"AGL","5.1e-05","0","3","10","2","2","0","15","34","8","6"
"AGMAT","1.71e-05","0","1","3","0","0","0","4","16","4","5"
"AGMO","1.485e-05","0","4","8","2","5","0","2","10","10","9"
"AGPAT1","1.477e-05","0","0","1","0","0","0","0","1","1","0"
"AGPAT2","1.992e-05","0","1","1","0","0","0","0","2","0","1"
"AGPAT3","2.172e-05","0","0","0","0","0","0","1","1","1","2"
"AGPAT4","1.938e-05","0","0","0","0","1","0","1","3","1","1"
"AGPAT5","1.73e-05","0","0","2","0","0","0","2","1","1","0"
"AGPAT6","1.794e-05","0","0","2","0","0","0","1","0","0","1"
"AGPAT9","1.659e-05","0","0","4","1","1","0","2","13","4","3"
"AGPHD1","1.309e-05","0","0","3","0","2","0","1","6","0","3"
"AGPS","1.908e-05","0","0","0","1","0","0","0","0","0","0"
"AGR2","5.66e-06","0","0","1","0","1","0","1","2","1","0"
"AGR3","4.98e-06","0","0","6","2","1","0","0","3","2","1"
"AGRN","0.0001103","0","0","1","0","1","0","10","47","10","16"
"AGRP","6.77e-06","0","0","1","0","1","0","1","2","1","2"
"AGT","2.125e-05","0","0","2","2","0","0","6","10","6","5"
"AGTPBP1","4.11e-05","0","1","2","0","0","0","5","11","7","8"
"AGTR1","1.277e-05","0","0","0","0","0","0","3","3","2","1"
"AGTR2","1.301e-05","0","0","3","0","0","0","0","4","0","0"
"AGTRAP","7.67e-06","0","0","2","0","0","0","2","3","4","2"
"AGXT","1.748e-05","0","0","2","0","0","0","4","14","6","4"
"AGXT2","1.913e-05","0","1","4","0","1","0","2","8","4","4"
"AGXT2L1","1.874e-05","0","0","8","1","1","0","0","7","6","1"
"AGXT2L2","2.136e-05","0","3","6","2","2","0","4","11","8","2"
"AHCTF1","7.79e-05","0","1","1","0","0","0","10","28","18","14"
"AHCY","2.267e-05","0","0","0","0","0","0","2","2","1","1"
"AHCYL1","2.052e-05","0","0","0","0","0","0","3","4","0","0"
"AHCYL2","2.026e-05","0","1","2","0","0","0","3","3","1","0"
"AHDC1","9.4e-05","0","2","0","0","0","0","9","28","8","8"
"AHI1","3.94e-05","0","2","12","3","2","0","4","20","4","8"
"AHNAK","0.000209477","0","0","3","4","0","1","45","184","65","50"
"AHR","3.041e-05","0","0","0","0","0","0","1","10","4","4"
"AHRR","3.84e-05","0","2","4","0","0","0","0","20","7","6"
"AHSA1","1.118e-05","0","0","0","0","0","0","1","4","1","0"
"AHSA2","4.1e-06","0","2","4","1","4","0","1","3","0","0"
"AHSG","1.707e-05","0","0","1","0","0","0","1","9","2","1"
"AHSP","4.12e-06","0","0","0","2","0","0","0","2","1","0"
"AICDA","1.198e-05","0","1","0","1","0","0","1","1","0","1"
"AIDA","1.052e-05","0","1","0","0","0","0","0","1","0","0"
"AIF1","2.64e-06","0","2","2","0","0","0","0","2","1","0"
"AIF1L","4.3e-06","0","0","0","0","0","0","1","6","1","1"
"AIFM1","1.295e-05","0","0","0","0","0","0","0","2","0","0"
"AIFM2","2.065e-05","0","2","3","2","4","0","4","8","2","0"
"AIFM3","3.24e-05","0","1","8","0","0","0","5","39","2","7"
"AIG1","9.67e-06","0","2","0","0","0","0","2","3","0","1"
"AIM1","7.08e-05","0","2","6","2","1","0","2","31","6","14"
"AIM1L","4.71e-05","0","1","4","2","1","0","11","34","4","7"
"AIM2","1.293e-05","0","1","4","0","0","0","1","4","0","0"
"AIMP1","1.027e-05","0","1","1","0","0","0","2","5","1","4"
"AIMP2","1.793e-05","0","0","7","0","0","0","3","8","5","3"
"AIP","1.924e-05","0","0","1","0","0","0","2","6","3","3"
"AIPL1","2.217e-05","0","2","5","0","2","0","1","13","6","4"
"AIRE","2.581e-05","0","1","8","1","1","0","5","25","6","15"
"AJAP1","2.569e-05","0","0","0","0","0","0","4","9","2","3"
"AJUBA","2.394e-05","0","0","0","0","0","0","0","2","0","0"
"AK1","1.019e-05","0","0","3","0","0","0","3","7","0","0"
"AK2","1.068e-05","0","0","2","0","1","0","2","6","3","2"
"AK3","9.67e-06","0","1","2","0","0","0","0","4","0","1"
"AK4","1.166e-05","0","0","1","0","0","0","1","1","0","0"
"AK5","2.189e-05","0","0","0","0","0","0","1","7","4","1"
"AK7","3.009e-05","0","1","0","1","0","0","4","11","4","7"
"AK8","1.905e-05","0","1","3","0","1","0","3","9","4","4"
"AKAP1","4.09e-05","0","0","2","0","0","1","4","17","3","3"
"AKAP10","2.231e-05","0","1","1","0","0","0","0","9","1","3"
"AKAP11","6.15e-05","0","0","1","0","0","0","8","32","4","4"
"AKAP12","7.2e-05","0","0","5","0","0","0","7","29","10","11"
"AKAP13","0.0001081","0","2","5","1","0","0","14","77","26","22"
"AKAP14","7.87e-06","0","0","0","0","0","0","0","0","0","0"
"AKAP17A","4.19e-05","0","0","0","0","0","0","0","2","0","0"
"AKAP2","3.85e-05","0","0","5","0","0","0","14","31","8","11"
"AKAP3","3.296e-05","0","0","2","0","3","0","6","25","5","4"
"AKAP4","2.928e-05","0","1","1","0","0","0","0","3","0","0"
"AKAP5","1.294e-05","0","0","0","0","0","0","0","2","0","1"
"AKAP6","8.02e-05","0","1","2","0","0","0","12","39","10","11"
"AKAP7","1.11e-05","0","0","2","1","1","0","3","6","2","4"
"AKAP8","4.06e-05","0","0","2","1","0","0","9","20","4","6"
"AKAP8L","2.933e-05","0","0","0","0","1","0","4","14","4","2"
"AKAP9","0.0001178","0","2","4","4","3","1","14","74","26","19"
"AKD1","3.332e-05","0","1","14","4","4","0","5","23","7","10"
"AKIP1","9.63e-06","0","0","0","1","1","0","3","9","3","3"
"AKIRIN1","4.43e-06","0","0","0","0","0","0","1","0","0","1"
"AKIRIN2","7.31e-06","0","0","0","0","0","0","1","1","0","0"
"AKNA","6.16e-05","0","0","2","2","1","0","11","31","20","10"
"AKNAD1","2.859e-05","0","3","5","2","0","0","3","13","6","1"
"AKR1A1","1.392e-05","0","1","4","0","3","0","1","14","4","9"
"AKR1B1","1.387e-05","0","0","1","1","0","0","1","4","0","1"
"AKR1B10","1.223e-05","0","0","4","3","2","0","1","7","4","1"
"AKR1B15","1.139e-05","0","1","2","0","0","0","1","4","3","1"
"AKR1C1","1.213e-05","0","1","2","0","1","0","0","4","0","2"
"AKR1C2","1.201e-05","0","0","1","0","0","0","1","5","2","1"
"AKR1C3","1.213e-05","0","1","9","1","4","0","4","18","3","4"
"AKR1C4","1.15e-05","0","2","4","3","3","0","3","8","3","4"
"AKR1D1","1.234e-05","0","1","5","3","0","0","2","8","5","3"
"AKR1E2","1.277e-05","0","3","4","0","1","0","4","8","3","3"
"AKR7A2","1.868e-05","0","0","1","1","0","0","3","9","2","2"
"AKR7A3","1.805e-05","0","2","1","0","1","0","4","4","3","4"
"AKR7L","1.31e-05","0","0","0","0","0","0","1","1","0","2"
"AKT1","2.892e-05","0","0","2","0","0","0","1","2","1","0"
"AKT1S1","7.47e-06","0","0","0","0","0","0","0","0","0","0"
"AKT2","2.744e-05","0","1","1","0","0","0","3","7","1","4"
"AKT3","1.624e-05","0","0","1","0","2","0","1","2","0","0"
"AKTIP","1.13e-05","0","0","1","0","0","0","0","4","2","1"
"ALAD","1.725e-05","0","1","0","0","0","0","1","3","2","5"
"ALAS1","2.641e-05","0","0","1","0","2","0","0","18","2","5"
"ALAS2","2.24e-05","0","0","1","0","0","0","0","3","0","0"
"ALB","2.23e-05","0","0","2","0","0","0","8","17","2","15"
"ALCAM","2.147e-05","0","0","0","0","0","0","2","19","2","1"
"ALDH16A1","3.93e-05","0","0","2","0","1","0","3","33","7","5"
"ALDH18A1","3.43e-05","0","0","0","0","1","0","2","18","4","1"
"ALDH1A1","1.889e-05","0","1","4","1","3","0","0","2","2","1"
"ALDH1A2","1.835e-05","0","0","0","0","0","0","2","5","3","1"
"ALDH1A3","2.386e-05","0","0","0","0","0","0","2","12","0","3"
"ALDH1B1","2.672e-05","0","2","2","1","1","0","5","23","6","2"
"ALDH1L1","4.3e-05","0","1","2","3","1","0","11","30","9","6"
"ALDH1L2","3.39e-05","0","3","7","1","5","0","6","22","8","5"
"ALDH2","2.45e-05","0","0","2","0","0","0","6","13","1","2"
"ALDH3A1","2.675e-05","0","1","6","3","3","0","5","14","4","3"
"ALDH3A2","1.824e-05","0","1","4","1","0","0","2","11","1","1"
"ALDH3B1","1.86e-05","0","2","0","0","0","0","0","0","0","0"
"ALDH3B2","2.274e-05","0","2","6","1","0","0","4","28","8","9"
"ALDH4A1","2.96e-05","0","2","3","2","2","0","3","16","5","4"
"ALDH5A1","2.065e-05","0","0","6","3","1","0","3","6","2","4"
"ALDH6A1","1.991e-05","0","1","1","0","0","0","6","19","2","2"
"ALDH7A1","1.932e-05","0","0","3","0","1","0","5","15","1","3"
"ALDH8A1","2.313e-05","0","1","1","0","0","0","4","11","1","6"
"ALDH9A1","2.278e-05","0","0","5","2","2","0","5","16","5","1"
"ALDOA","1.901e-05","0","1","0","0","0","0","2","11","1","1"
"ALDOB","1.488e-05","0","0","2","1","2","0","5","17","7","6"
"ALDOC","1.718e-05","0","1","1","0","1","0","3","4","2","8"
"ALG1","2.422e-05","0","0","2","0","0","0","4","9","0","2"
"ALG10","1.62e-05","0","0","1","1","0","0","1","10","0","2"
"ALG10B","1.558e-05","0","1","4","2","2","0","2","7","2","2"
"ALG11","1.731e-05","0","2","3","0","0","0","1","13","2","2"
"ALG12","2.758e-05","0","0","3","1","1","0","2","12","4","0"
"ALG13","3.481e-05","0","0","0","0","0","0","0","1","0","0"
"ALG14","1.046e-05","0","0","1","4","1","0","1","10","2","1"
"ALG1L","7.97e-06","0","0","4","0","2","0","2","5","2","4"
"ALG1L2","8.57e-06","0","0","0","0","0","0","0","0","0","0"
"ALG2","1.805e-05","0","0","1","1","0","0","2","2","3","2"
"ALG3","1.708e-05","0","0","1","1","1","0","2","7","0","6"
"ALG5","1.399e-05","0","0","1","0","0","0","1","5","2","2"
"ALG6","1.714e-05","0","1","2","1","0","0","1","4","0","2"
"ALG8","1.43e-05","0","3","8","0","1","0","0","3","0","1"
"ALG9","1.567e-05","0","0","0","0","1","0","3","6","3","2"
"ALK","7.66e-05","0","1","1","1","1","0","7","35","9","8"
"ALKBH1","1.856e-05","0","2","3","2","0","0","3","4","2","1"
"ALKBH2","1.196e-05","0","0","0","0","0","0","2","12","0","1"
"ALKBH3","1.091e-05","0","2","10","2","0","0","0","4","1","1"
"ALKBH4","1.962e-05","0","0","0","0","0","0","4","12","1","3"
"ALKBH5","2.423e-05","0","0","0","0","0","0","2","6","0","2"
"ALKBH6","9.06e-06","0","0","1","0","0","0","0","3","2","0"
"ALKBH7","1.065e-05","0","0","1","0","0","0","3","7","1","0"
"ALLC","1.713e-05","0","1","5","3","2","0","2","7","3","0"
"ALMS1","0.0001355","0","1","10","1","1","2","28","86","18","28"
"ALOX12","2.774e-05","0","1","3","1","2","0","2","13","2","1"
"ALOX12B","3.55e-05","0","0","5","0","0","0","4","11","1","5"
"ALOX15","3.44e-05","0","1","5","2","5","0","3","20","11","5"
"ALOX15B","2.864e-05","0","2","6","1","2","0","6","18","2","4"
"ALOX5","3.36e-05","0","0","0","0","0","0","3","15","4","4"
"ALOX5AP","7.64e-06","0","0","0","0","0","0","0","3","1","2"
"ALOXE3","3.48e-05","0","1","4","2","0","0","4","14","1","7"
"ALPI","2.88e-05","0","0","1","1","2","0","3","8","7","5"
"ALPK1","4.79e-05","0","3","5","1","4","0","9","23","14","5"
"ALPK2","7.95e-05","0","3","8","1","2","0","14","36","12","9"
"ALPK3","7.95e-05","0","3","4","1","0","0","14","70","13","15"
"ALPL","2.98e-05","0","1","3","1","0","0","5","15","3","3"
"ALPP","3.65e-05","0","0","1","0","0","0","7","10","4","3"
"ALPPL2","3.6e-05","0","1","2","2","2","0","1","8","0","3"
"ALS2","5.91e-05","0","0","3","1","0","1","5","26","6","17"
"ALS2CL","4.76e-05","0","2","4","3","1","0","11","31","9","6"
"ALS2CR11","2.323e-05","0","2","1","0","1","0","3","19","3","4"
"ALS2CR12","1.511e-05","0","0","3","1","2","0","4","8","8","1"
"ALS2CR8","2.422e-05","0","1","2","0","0","0","4","5","0","5"
"ALX1","1.522e-05","0","1","1","0","0","0","0","3","0","1"
"ALX3","1.462e-05","0","0","2","0","0","0","0","3","4","3"
"ALX4","2.097e-05","0","0","0","1","0","0","3","6","2","1"
"ALYREF","1.148e-05","0","0","0","0","0","0","0","0","0","0"
"AMACR","1.891e-05","0","0","0","0","2","0","0","2","4","4"
"AMBN","1.656e-05","0","1","1","1","2","0","1","5","2","3"
"AMBP","1.738e-05","0","0","3","2","2","0","5","13","6","0"
"AMBRA1","5.65e-05","0","0","1","0","1","0","5","27","7","2"
"AMD1","1.276e-05","0","0","0","0","0","0","0","2","0","1"
"AMDHD1","1.748e-05","0","0","4","0","0","0","5","12","2","2"
"AMDHD2","3.39e-05","0","1","2","0","0","0","3","8","5","2"
"AMELX","8.27e-06","0","0","0","0","0","0","0","0","0","0"
"AMFR","2.813e-05","0","0","3","2","2","0","5","31","7","12"
"AMH","1.829e-05","0","1","2","0","0","0","4","4","0","0"
"AMHR2","2.068e-05","0","2","3","1","0","0","4","4","5","1"
"AMICA1","1.57e-05","0","1","8","0","0","0","3","13","1","3"
"AMIGO1","2.211e-05","0","0","0","0","0","0","1","3","3","1"
"AMIGO2","2.316e-05","0","0","0","0","0","0","0","2","0","0"
"AMIGO3","3.91e-05","0","0","0","1","2","0","3","5","2","6"
"AMMECR1","8.73e-06","0","0","0","0","0","0","0","1","0","0"
"AMMECR1L","1.418e-05","0","0","0","0","0","0","0","0","0","0"
"AMN","2.212e-05","0","2","1","0","0","0","2","9","1","4"
"AMN1","7.32e-06","0","0","0","0","0","0","1","2","0","0"
"AMOT","2.646e-05","0","0","0","0","0","0","0","2","0","0"
"AMOTL1","4.44e-05","0","0","1","0","1","0","6","25","6","2"
"AMOTL2","3.9e-05","0","1","3","1","1","0","8","37","8","3"
"AMPD1","2.893e-05","1","0","7","1","1","0","9","34","11","14"
"AMPD2","4.96e-05","0","1","2","0","1","0","2","12","5","3"
"AMPD3","3.83e-05","0","0","3","1","2","0","8","25","4","2"
"AMPH","2.783e-05","0","1","1","0","0","0","2","27","3","3"
"AMT","1.991e-05","0","1","2","0","1","0","4","11","4","2"
"AMTN","7.7e-06","0","2","1","1","1","0","0","1","0","0"
"AMY1A","1.826e-05","0","0","0","0","0","0","0","0","0","0"
"AMY1B","1.826e-05","0","0","0","0","0","0","0","0","0","0"
"AMY1C","1.826e-05","0","0","0","0","0","0","0","0","0","0"
"AMY2A","1.891e-05","0","0","0","0","0","0","0","1","0","0"
"AMY2B","1.796e-05","0","1","2","1","0","1","1","8","1","1"
"AMZ1","2.808e-05","0","2","11","1","1","0","7","29","7","8"
"AMZ2","1.289e-05","0","1","5","2","0","0","0","6","0","0"
"ANAPC1","7.04e-05","0","0","1","1","0","0","1","1","0","0"
"ANAPC10","6.12e-06","0","1","0","0","0","0","1","4","0","0"
"ANAPC11","8.95e-06","0","0","0","0","1","0","0","3","0","0"
"ANAPC13","2.362e-06","0","0","0","0","0","0","0","0","1","0"
"ANAPC16","4.41e-06","0","0","3","0","0","0","1","2","1","0"
"ANAPC2","5.06e-05","0","0","0","0","0","0","2","11","2","1"
"ANAPC4","2.811e-05","0","0","5","0","0","0","2","3","3","4"
"ANAPC5","3.43e-05","0","1","4","2","1","0","1","15","1","0"
"ANAPC7","2.276e-05","0","0","0","0","1","0","0","1","0","0"
"ANG","6.7e-06","0","0","0","1","0","0","0","1","0","0"
"ANGEL1","2.588e-05","0","1","7","0","1","0","1","15","3","3"
"ANGEL2","1.929e-05","0","1","4","1","1","0","1","10","1","0"
"ANGPT1","1.771e-05","0","0","0","0","0","0","0","3","2","2"
"ANGPT2","1.985e-05","0","1","1","0","0","0","0","7","2","0"
"ANGPT4","2.438e-05","0","0","5","1","0","0","5","11","2","3"
"ANGPTL1","1.728e-05","0","0","6","2","0","0","2","11","5","2"
"ANGPTL2","2.761e-05","0","0","0","0","0","0","2","10","3","0"
"ANGPTL3","1.451e-05","0","2","1","3","1","0","2","8","2","3"
"ANGPTL4","1.753e-05","0","1","5","1","4","0","1","12","1","2"
"ANGPTL5","1.313e-05","0","1","2","1","0","0","4","9","2","0"
"ANGPTL6","2.014e-05","0","3","8","1","1","0","4","14","1","5"
"ANGPTL7","1.547e-05","0","1","3","0","0","0","5","9","3","1"
"ANK1","0.0001033","0","1","0","0","1","0","24","90","14","15"
"ANK2","0.00014923","3","3","4","2","0","2","24","89","21","17"
"ANK3","0.000166845","0","0","5","1","2","0","17","44","28","26"
"ANKAR","4.48e-05","0","2","5","6","1","0","6","23","5","4"
"ANKDD1A","2.512e-05","0","1","4","2","0","0","5","24","10","7"
"ANKFN1","2.883e-05","0","3","5","1","1","0","8","11","3","2"
"ANKFY1","5.52e-05","0","0","2","0","0","0","5","27","13","8"
"ANKH","2.607e-05","0","0","0","0","0","0","0","5","1","0"
"ANKHD1","8.92e-05","0","0","0","0","0","0","5","23","5","6"
"ANKHD1-EIF4EBP3","9.24e-05","0","0","1","0","0","0","5","26","7","7"
"ANKIB1","3.87e-05","0","0","1","0","0","0","4","11","5","6"
"ANKK1","3.058e-05","0","4","10","6","1","1","6","19","3","2"
"ANKLE1","2.363e-05","0","0","3","0","2","0","8","10","4","8"
"ANKLE2","3.88e-05","0","0","4","0","0","0","6","21","8","6"
"ANKMY1","4.9e-05","0","1","6","1","1","0","12","44","14","10"
"ANKMY2","1.551e-05","0","0","3","1","0","0","2","4","6","5"
"ANKRA2","1.069e-05","0","0","1","1","0","0","0","4","0","0"
"ANKRD1","1.358e-05","0","0","3","4","1","0","3","8","0","0"
"ANKRD10","2e-05","0","0","0","1","0","0","1","10","3","0"
"ANKRD11","0.000158706","0","0","1","0","1","0","18","46","7","17"
"ANKRD12","6.41e-05","0","1","3","0","0","0","13","25","9","2"
"ANKRD13A","2.315e-05","0","0","0","1","2","0","4","18","5","6"
"ANKRD13B","2.905e-05","0","0","0","0","0","0","0","3","1","1"
"ANKRD13C","2.348e-05","0","0","0","0","0","0","0","5","2","1"
"ANKRD13D","2.541e-05","0","0","2","0","0","0","3","7","3","5"
"ANKRD16","1.725e-05","0","0","2","0","2","0","2","5","1","2"
"ANKRD17","9.23e-05","0","1","2","0","0","0","6","18","7","7"
"ANKRD18A","3.72e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD2","1.53e-05","0","0","0","0","0","0","2","11","2","2"
"ANKRD20A1","3.052e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD20A2","3.062e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD20A3","3.062e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD20A4","3.015e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD22","7.45e-06","0","0","1","0","0","0","0","3","2","2"
"ANKRD23","1.288e-05","0","0","2","0","1","0","4","4","2","4"
"ANKRD24","3.53e-05","0","2","3","0","0","0","7","15","5","5"
"ANKRD26","5.53e-05","0","3","5","4","5","0","10","15","8","8"
"ANKRD27","4.84e-05","0","0","3","1","1","1","8","29","6","8"
"ANKRD28","3.308e-05","0","1","0","0","0","0","5","12","0","5"
"ANKRD29","1.456e-05","0","1","3","1","0","0","4","19","4","3"
"ANKRD30A","4.18e-05","0","4","12","3","2","0","6","12","5","3"
"ANKRD30B","5.25e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD31","7.16e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD32","1.342e-05","0","1","2","0","0","0","1","3","2","1"
"ANKRD33","2.159e-05","0","0","2","0","0","0","2","16","4","4"
"ANKRD33B","1.91e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD34A","3.51e-05","0","0","0","0","0","0","1","0","2","0"
"ANKRD34B","1.765e-05","0","0","0","0","0","0","1","8","3","3"
"ANKRD34C","2.11e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD35","4.43e-05","0","3","18","4","4","0","7","14","13","10"
"ANKRD36","7.63e-06","0","2","7","1","0","0","1","8","0","1"
"ANKRD36B","3.439e-05","0","0","0","0","0","0","0","0","0","0"
"ANKRD37","7.17e-06","0","0","0","0","0","0","0","0","0","0"
"ANKRD39","1.079e-05","0","0","1","0","1","0","1","7","3","0"
"ANKRD40","1.363e-05","0","0","2","0","0","0","0","6","1","0"
"ANKRD42","1.369e-05","0","2","6","3","0","0","4","11","0","1"
"ANKRD44","3.84e-05","0","0","1","0","0","0","3","16","2","4"
"ANKRD45","8.56e-06","0","0","1","1","0","0","2","6","1","2"
"ANKRD46","8.92e-06","0","1","0","0","0","0","0","0","1","1"
"ANKRD49","8.34e-06","0","1","5","0","0","0","1","1","0","1"
"ANKRD5","3.089e-05","0","0","3","3","3","1","7","20","2","1"
"ANKRD50","5.01e-05","0","1","3","0","0","0","4","23","2","3"
"ANKRD52","5.03e-05","0","0","0","0","0","0","4","6","2","0"
"ANKRD53","1.613e-05","0","1","1","0","0","0","2","7","3","1"
"ANKRD54","9.13e-06","0","0","1","0","0","0","2","13","0","2"
"ANKRD55","2.56e-05","0","2","0","2","1","0","4","8","5","6"
"ANKRD6","2.86e-05","0","0","2","2","1","0","11","35","5","8"
"ANKRD7","8.99e-06","0","0","2","0","0","0","3","8","0","0"
"ANKRD9","7.52e-06","0","0","1","0","0","0","0","0","1","0"
"ANKS1A","5.15e-05","0","0","0","1","0","0","6","29","4","6"
"ANKS1B","4.51e-05","0","0","1","0","0","0","7","24","6","5"
"ANKS3","3.4e-05","0","1","2","2","1","0","7","12","17","9"
"ANKS4B","1.539e-05","0","0","3","0","3","0","1","7","2","1"
"ANKS6","3.92e-05","0","0","1","0","0","0","10","31","9","9"
"ANKZF1","3.338e-05","0","0","3","2","3","0","2","20","5","6"
"ANLN","4.11e-05","0","1","6","0","0","0","10","32","8","4"
"ANO1","5.34e-05","0","0","1","0","1","0","5","17","3","5"
"ANO10","2.076e-05","0","1","4","0","2","0","2","8","8","3"
"ANO2","4.36e-05","0","1","1","2","2","0","3","15","8","9"
"ANO3","3.7e-05","0","0","4","0","1","0","3","16","7","6"
"ANO4","3.487e-05","0","0","3","1","0","0","6","19","8","7"
"ANO5","3.148e-05","1","2","8","2","1","0","6","17","4","8"
"ANO6","3.63e-05","0","2","6","2","1","0","5","18","3","11"
"ANO7","5.32e-05","0","2","14","7","3","0","6","26","9","10"
"ANO8","5.92e-05","0","1","4","0","0","0","5","11","5","7"
"ANO9","4.27e-05","0","3","3","0","3","0","9","35","11","3"
"ANP32A","1.048e-05","0","0","0","0","0","0","0","0","0","0"
"ANP32B","7.9e-06","0","0","0","0","0","0","1","0","0","0"
"ANP32C","1.049e-05","0","0","0","0","0","0","0","0","0","0"
"ANP32D","4.49e-06","0","0","1","0","0","0","0","1","0","0"
"ANP32E","8.5e-06","0","0","5","0","0","0","1","1","0","0"
"ANPEP","5.06e-05","0","2","4","2","0","0","8","26","5","12"
"ANTXR1","2.29e-05","0","0","3","1","1","1","7","17","6","3"
"ANTXR2","1.756e-05","0","0","1","0","1","0","6","20","1","2"
"ANXA1","1.314e-05","0","2","3","2","0","0","2","5","4","0"
"ANXA10","1.094e-05","0","1","3","1","0","0","1","5","2","1"
"ANXA11","2.472e-05","0","1","1","0","1","0","10","20","6","4"
"ANXA13","1.751e-05","0","1","2","0","0","0","3","15","6","1"
"ANXA2","1.388e-05","0","0","1","0","0","0","1","3","0","2"
"ANXA2R","1.023e-05","0","0","1","0","0","0","0","0","0","0"
"ANXA3","1.152e-05","0","2","1","0","2","0","1","7","4","4"
